rank,name,city,state,control,band,score,admit_rate,completion_rate,retention_rate,sat_avg,undergrad_size,earnings_10yr,tuition_in,tuition_out,net_price,materials_score,biology_score,profile_score,outcomes_score,access_score,ca_value_score,materials_awards,biology_awards,neuro_awards,programs,why_apply,caution
103,University of Iowa,Iowa City,IA,Public,More accessible by admit rate,44.24307007255012,0.8362,0.7463,0.9036,1200.0,22264.0,64762.0,11283.0,33371.0,22531.0,0.0,0.7048894077208124,0.128667454836012,0.8272695312990529,1.0,0.0,0.0,173.0,67.0,"bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Biomathematics, Bioinformatics, and Computational Biology; Cell/Cellular Biology and Anatomical Sciences | neuro: Neurobiology and Neurosciences",strong biology/neuro signal,verify undergrad materials path
104,University of Southern Mississippi,Hattiesburg,MS,Public,More accessible by admit rate,44.235122567226355,0.9912,0.4906,0.7209,1190.0,10075.0,44140.0,9998.0,11998.0,21708.0,0.5008166156960663,0.39082272516258476,0.13287972655527883,0.6274574428755112,1.0,0.0,16.0,111.0,0.0,"materials: Polymer/Plastics Engineering | bio: Biology, General",balanced baseline fit from public outcomes/program data,"needs department, cost, and admissions verification"
105,Temple University,Philadelphia,PA,Public,More accessible by admit rate,44.19625884491376,0.8041,0.7505,0.8261,,20970.0,63727.0,23011.0,38958.0,28198.0,0.0,0.7074645872890754,0.14103149517680538,0.8100854746988773,1.0,0.0,0.0,293.0,101.0,"materials: Materials Sciences | bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Biomathematics, Bioinformatics, and Computational Biology; Physiology, Pathology and Related Sciences | neuro: Neurobiology and Neurosciences",strong biology/neuro signal,verify undergrad materials path
106,Saint Louis University,Saint Louis,MO,Private nonprofit,More accessible by admit rate,44.13451579432,0.7504,0.7953,0.8784,1317.0,7267.0,70783.0,55760.0,55760.0,24398.0,0.0,0.6781500696544357,0.12821569138057076,0.8507417719043374,1.0,0.0,0.0,122.0,66.0,"bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Biomathematics, Bioinformatics, and Computational Biology; Cell/Cellular Biology and Anatomical Sciences | neuro: Neurobiology and Neurosciences",strong biology/neuro signal,verify undergrad materials path
107,West Virginia University,Morgantown,WV,Public,More accessible by admit rate,43.799411730060605,0.89,0.6466,0.8343,1122.0,17385.0,55939.0,10104.0,28608.0,15634.0,0.055,0.7147695228339958,0.11805068696355178,0.7498907996218438,1.0,0.0,0.0,383.0,25.0,"materials: Materials Engineering | bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Biomathematics, Bioinformatics, and Computational Biology; Cell/Cellular Biology and Anatomical Sciences | neuro: Neurobiology and Neurosciences",strong biology/neuro signal,verify undergrad materials path
108,Baylor University,Waco,TX,Private nonprofit,More accessible by admit rate,43.63000949177496,0.5128,0.7999,0.9095,1329.0,14785.0,65793.0,58100.0,58100.0,41104.0,0.0,0.6413970566634649,0.13437618540826757,0.8600727777060629,1.0,0.0,0.0,332.0,81.0,"bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Biomathematics, Bioinformatics, and Computational Biology; Physiology, Pathology and Related Sciences | neuro: Neurobiology and Neurosciences",balanced baseline fit from public outcomes/program data,verify undergrad materials path
109,Kent State University at Kent,Kent,OH,Public,More accessible by admit rate,43.59013174004031,0.8634,0.6372,0.8094,1099.0,19320.0,45388.0,13232.0,23082.0,20787.0,0.11,0.6518663520911385,0.13165662732545658,0.7350345382174581,1.0,0.0,0.0,143.0,21.0,"materials: Materials Sciences | bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Biomathematics, Bioinformatics, and Computational Biology; Cell/Cellular Biology and Anatomical Sciences | neuro: Neurobiology and Neurosciences",strong biology/neuro signal,verify undergrad materials path
110,University of Idaho,Moscow,ID,Public,More accessible by admit rate,43.58595927772266,0.7553,0.5728,0.7559,1116.0,7747.0,54670.0,9084.0,28320.0,14831.0,0.3571573040463536,0.46012060336238064,0.12143348337576024,0.687137762411593,1.0,0.0,5.0,90.0,0.0,"materials: Materials Engineering | bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Biomathematics, Bioinformatics, and Computational Biology; Microbiological Sciences and Immunology | neuro: Neurobiology and Neurosciences",balanced baseline fit from public outcomes/program data,"needs department, cost, and admissions verification"
111,Creighton University,Omaha,NE,Private nonprofit,More accessible by admit rate,43.57126113053636,0.7975,0.8336,0.9415,1321.0,4348.0,73911.0,48856.0,48856.0,31568.0,0.0,0.6459509341810167,0.09815471110786236,0.8888630000000001,1.0,0.0,0.0,196.0,24.0,"bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Cell/Cellular Biology and Anatomical Sciences; Microbiological Sciences and Immunology | neuro: Neurobiology and Neurosciences",balanced baseline fit from public outcomes/program data,verify undergrad materials path
112,George Mason University,Fairfax,VA,Public,More accessible by admit rate,43.55467664323393,0.8748,0.6784,0.8599,1274.0,27752.0,76343.0,14220.0,38688.0,17915.0,0.0,0.71655643631064,0.1340020276404184,0.778447,1.0,0.0,0.0,293.0,80.0,"bio: Biochemistry, Biophysics and Molecular Biology; Biological and Physical Sciences; Biology, General; Biomathematics, Bioinformatics, and Computational Biology | neuro: Neurobiology and Neurosciences",strong biology/neuro signal,verify undergrad materials path
113,Central Michigan University,Mount Pleasant,MI,Public,More accessible by admit rate,43.11876198913014,0.8982,0.5872,0.7536,1091.0,10035.0,55874.0,14760.0,14760.0,17597.0,0.150613496898853,0.5916627030853715,0.1704997666227836,0.6952461147178064,1.0,0.0,1.0,109.0,49.0,"materials: Materials Sciences | bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Cell/Cellular Biology and Anatomical Sciences; Physiology, Pathology and Related Sciences | neuro: Neurobiology and Neurosciences",balanced baseline fit from public outcomes/program data,verify undergrad materials path
114,Illinois Institute of Technology,Chicago,IL,Private nonprofit,More accessible by admit rate,43.05591827787544,0.5493,0.7521,0.8596,1311.0,2833.0,82592.0,52386.0,52386.0,18425.0,0.38700766469987247,0.29823313614758457,0.10139926629017876,0.821118,1.0,0.0,4.0,20.0,0.0,"materials: Materials Engineering; Materials Sciences | bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Biomathematics, Bioinformatics, and Computational Biology",balanced baseline fit from public outcomes/program data,verify bio/neuro/pre-med depth
115,Brandeis University,Waltham,MA,Private nonprofit,Competitive/possible by admit rate,43.00431822112672,0.405,0.8603,0.8702,1462.0,3618.0,77231.0,68080.0,68080.0,35736.0,0.0,0.658390605602518,0.12535483146676368,0.886524,0.8,0.0,0.0,193.0,60.0,"bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Biomathematics, Bioinformatics, and Computational Biology; Cell/Cellular Biology and Anatomical Sciences | neuro: Neurobiology and Neurosciences",strong biology/neuro signal,verify undergrad materials path
116,University of Louisville,Louisville,KY,Public,More accessible by admit rate,42.91674339086074,0.7941,0.6123,0.8149,1150.0,14727.0,53899.0,13136.0,29482.0,17988.0,0.055,0.6827184922163999,0.13674637318734942,0.7245817208982662,1.0,0.0,0.0,151.0,47.0,"materials: Materials Engineering | bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Biomathematics, Bioinformatics, and Computational Biology; Cell/Cellular Biology and Anatomical Sciences | neuro: Neurobiology and Neurosciences",strong biology/neuro signal,verify undergrad materials path
117,Colorado School of Mines,Golden,CO,Public,More accessible by admit rate,42.82075198977838,0.6069,0.8171,0.9279,1412.0,6155.0,97335.0,21914.0,45824.0,28690.0,0.3,0.2502331361475846,0.17707926629017876,0.875893,1.0,0.0,0.0,20.0,0.0,"materials: Materials Engineering | bio: Biochemistry, Biophysics and Molecular Biology",Great pure materials option; less aligned with clinical/neuro goals.,verify undergrad materials path; verify bio/neuro/pre-med depth
118,University of Miami,Coral Gables,FL,Private nonprofit,Reach by admit rate,42.699160916390575,0.189,0.8368,0.9377,1415.0,12913.0,75328.0,62616.0,62616.0,37244.0,0.0,0.7233283603054655,0.11989502860749418,0.8897689999999999,0.55,0.0,0.0,252.0,50.0,"bio: Biochemistry, Biophysics and Molecular Biology; Biology, General; Biomathematics, Bioinformatics, and Computational Biology; Cell/Cellular Biology and Anatomical Sciences | neuro: Neurobiology and Neurosciences",strong biology/neuro signal,reach school; verify undergrad materials path
119,Georgetown University,Washington,DC,Private nonprofit,Reach by admit rate,42.5992981904353,0.1291,0.9481,0.9675,1487.0,7569.0,103494.0,68017.0,68017.0,40815.0,0.0,0.658695391853121,0.11092264444606881,0.9617730000000001,0.55,0.0,0.0,122.0,37.0,"bio: Biochemistry, Biophysics and Molecular Biology; Biological and Physical Sciences; Biology, General; Biomathematics, Bioinformatics, and Computational Biology | neuro: Neurobiology and Neurosciences",strong biology/neuro signal,reach school; verify undergrad materials path
120,Boston College,Chestnut Hill,MA,Private nonprofit,Reach by admit rate,42.337674343431765,0.1643,0.9083,0.9602,1507.0,10085.0,103937.0,70702.0,70702.0,41704.0,0.0,0.6453563156998745,0.13788504919702946,0.936864,0.55,0.0,0.0,265.0,91.0,"bio: Biochemistry, Biophysics and Molecular Biology; Biology, General | neuro: Neurobiology and Neurosciences",balanced baseline fit from public outcomes/program data,reach school; verify undergrad materials path
